Student_ID,Age,Gender,Degree,Specialization,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status,Salary
15657,21,Male,BCA,AI&ML,7.2,1,4,7,6,57,5,2,0,Placed,514000
17606,18,Male,MCA,DS,8.82,1,4,6,5,73,6,2,0,Placed,496000
27965,23,Male,BCA,FSD,7.73,0,4,5,4,86,4,2,0,Not Placed,0
29083,22,Male,MCA,DS,7.43,2,5,9,4,62,6,3,0,Not Placed,0
16938,19,Female,B.Sc,CS,5.54,0,2,3,7,64,6,1,3,Not Placed,0
47917,19,Male,B.Sc,IT,8.66,2,5,9,7,97,5,3,0,Placed,704000
15024,22,Female,BCA,IT,7.06,0,4,6,2,88,6,2,0,Not Placed,0
17735,23,Female,B.Tech,CSE,7.88,1,5,8,5,99,4,3,0,Placed,627999
12477,21,Male,MCA,IT,5.92,0,4,7,5,67,4,2,1,Not Placed,0
24605,24,Female,B.Tech,ECE,6.51,0,3,5,6,57,6,1,2,Not Placed,0
32943,21,Female,B.Sc,DS,7.15,0,3,3,5,51,6,1,0,Not Placed,0
8582,24,Male,BCA,FSD,8.9,0,4,6,7,94,3,2,0,Placed,568000
2099,19,Male,B.Tech,CSE,6.94,0,4,7,7,83,6,2,0,Placed,576000
48361,22,Male,B.Tech,IT,6.48,0,3,3,4,63,5,1,1,Not Placed,0
4592,22,Female,B.Tech,ECE,8.27,1,5,9,5,79,4,3,0,Placed,618000
14971,18,Male,MCA,DS,8.17,1,6,10,6,80,6,3,0,Placed,680000
17432,20,Male,B.Tech,CSE,7.41,1,4,7,4,63,7,2,1,Not Placed,0
40555,18,Male,B.Tech,CSE,6.46,0,5,10,5,91,7,3,2,Not Placed,0
44237,21,Female,BCA,AI&ML,7.25,0,3,4,7,68,6,1,0,Not Placed,0
1583,18,Female,B.Sc,DS,5.6,1,3,5,5,60,6,2,3,Not Placed,0
41309,19,Female,B.Tech,Civil,4.62,0,1,1,6,41,5,0,1,Not Placed,0
7325,20,Male,BCA,DS,7.08,0,3,2,7,74,5,1,1,Not Placed,0
35342,23,Male,BCA,DS,5.63,0,2,3,6,48,7,1,2,Not Placed,0
3656,21,Male,B.Tech,ECE,7.77,2,4,5,7,54,3,1,2,Not Placed,0
41376,22,Female,BCA,DS,7.43,1,4,6,5,82,7,2,1,Placed,514000
31451,19,Male,B.Sc,IT,7.79,0,4,6,5,65,5,2,0,Placed,470000
6928,21,Male,B.Sc,IT,7.26,1,4,6,5,77,5,2,0,Placed,504000
49598,21,Male,BCA,DS,7.29,1,4,7,6,69,4,2,1,Placed,538000
26519,18,Male,B.Sc,IT,7.06,0,3,4,5,98,7,2,1,Not Placed,0
10280,18,Male,B.Tech,ME,7.65,3,5,8,5,79,3,2,0,Placed,598000
21400,22,Female,BCA,AI&ML,7.1,0,3,3,4,69,6,1,0,Not Placed,0
27661,24,Male,MCA,IT,6.6,0,3,5,5,75,4,2,1,Placed,450000
49101,22,Female,B.Tech,CSE,7.28,1,4,7,6,87,6,2,0,Placed,574000
41219,22,Male,B.Tech,ME,7.66,1,4,7,4,76,6,2,0,Not Placed,0
27304,20,Male,B.Sc,IT,7.62,1,5,8,6,75,8,2,0,Placed,590000
18059,21,Male,B.Sc,IT,5.44,0,2,3,5,58,5,1,3,Not Placed,0
18198,22,Female,B.Tech,Civil,7.16,0,4,5,4,65,4,2,0,Not Placed,0
23294,23,Male,B.Sc,DS,7.76,2,4,5,8,75,5,2,2,Not Placed,0
7379,21,Female,MCA,FSD,8.03,0,4,6,5,79,4,2,0,Placed,498000
28682,21,Male,B.Sc,IT,7.88,2,4,7,7,63,6,2,0,Placed,556000
45976,23,Female,B.Sc,IT,7.2,3,5,8,5,53,6,2,0,Not Placed,0
28587,18,Female,B.Sc,CS,8.15,1,5,9,5,92,2,3,0,Placed,644000
20823,23,Female,BCA,FSD,6.69,0,3,5,7,62,5,2,1,Placed,464000
42381,20,Female,BCA,IT,7.81,1,5,8,6,79,5,2,2,Not Placed,0
8220,18,Male,B.Tech,ECE,8.54,1,4,6,6,92,4,2,0,Placed,554000
18453,24,Male,MCA,DS,6.92,1,3,5,6,53,4,1,0,Not Placed,0
29469,24,Female,BCA,DS,7.69,3,5,8,5,88,5,3,1,Placed,626000
12039,21,Male,MCA,FSD,9.46,1,5,7,3,91,4,2,0,Not Placed,0
33106,21,Male,MCA,FSD,8.06,1,4,5,9,78,5,2,0,Placed,556000
901,19,Male,B.Tech,CSE,7.48,1,5,9,8,89,5,3,0,Placed,698000
39871,24,Female,BCA,AI&ML,7.19,0,4,5,3,68,4,2,0,Not Placed,0
8108,23,Female,B.Tech,CSE,7.08,2,5,10,6,68,5,3,1,Placed,656000
6500,19,Female,MCA,DS,5.72,0,4,7,5,68,4,2,3,Not Placed,0
17909,21,Male,MCA,DS,6.67,0,2,2,3,59,6,1,2,Not Placed,0
5618,21,Male,B.Tech,CSE,8.5,2,6,10,6,100,7,3,1,Placed,730000
7909,23,Male,MCA,DS,5.17,1,4,7,5,50,5,2,1,Not Placed,0
8280,22,Male,MCA,DS,6.63,2,4,7,7,78,6,2,0,Placed,586000
42588,22,Female,MCA,AI&ML,6.81,0,4,6,5,75,5,2,1,Placed,490000
19699,21,Male,B.Sc,DS,7.03,0,3,3,7,67,7,1,0,Not Placed,0
36052,20,Female,MCA,DS,6.62,1,4,7,5,68,6,2,0,Placed,516000
8992,24,Female,BCA,AI&ML,7.81,0,3,4,5,78,4,1,1,Not Placed,0
14733,19,Female,MCA,FSD,7.32,0,3,3,7,83,5,1,0,Not Placed,0
32113,18,Male,BCA,IT,8.32,1,5,8,5,88,5,3,0,Placed,606000
17366,18,Male,B.Tech,Civil,9.38,1,5,7,6,90,5,2,0,Placed,590000
26279,18,Male,MCA,DS,6.52,1,4,6,6,63,6,2,0,Placed,496000
21362,20,Male,B.Sc,IT,6.11,0,2,1,5,66,5,1,2,Not Placed,0
49203,18,Male,B.Tech,Civil,7.8,0,3,4,3,71,4,1,0,Not Placed,0
3955,23,Male,MCA,FSD,5.62,0,3,5,5,58,5,1,2,Not Placed,0
48183,18,Male,BCA,DS,8.0,1,5,8,7,81,6,3,0,Placed,632000
13438,21,Male,MCA,DS,6.51,0,4,7,5,60,7,2,1,Placed,490000
43709,22,Female,B.Tech,ECE,5.05,1,3,5,5,41,6,1,3,Not Placed,0
7307,22,Male,MCA,DS,8.0,3,5,9,6,77,6,3,0,Placed,654000
40674,20,Female,B.Sc,CS,6.76,0,3,5,4,75,7,2,0,Not Placed,0
6115,19,Female,BCA,DS,6.21,0,3,3,5,49,6,1,2,Not Placed,0
6983,23,Female,B.Sc,IT,7.26,2,5,9,4,77,5,3,0,Not Placed,0
28161,21,Male,BCA,DS,5.61,0,3,5,7,70,7,2,2,Not Placed,0
2280,23,Male,B.Tech,CSE,8.13,1,6,10,5,88,4,3,0,Placed,676000
40906,24,Male,MCA,AI&ML,7.77,1,4,7,3,78,7,2,1,Not Placed,0
42714,24,Male,B.Tech,ECE,7.26,2,5,8,6,55,4,2,0,Placed,560000
41580,21,Male,BCA,DS,6.33,1,3,5,8,57,7,1,2,Not Placed,0
17566,19,Male,B.Sc,IT,6.06,0,3,5,5,45,6,1,2,Not Placed,0
36189,24,Female,B.Tech,IT,6.0,0,4,7,7,64,6,2,1,Not Placed,0
37631,24,Male,B.Sc,IT,6.12,0,4,6,6,40,2,2,2,Not Placed,0
44375,22,Male,MCA,FSD,8.05,1,4,5,5,71,6,2,1,Placed,462000
22938,24,Female,B.Sc,CS,7.28,0,3,2,3,55,5,1,0,Not Placed,0
14147,21,Male,B.Sc,CS,5.62,0,3,4,3,50,6,1,2,Not Placed,0
14813,20,Male,B.Sc,IT,5.97,0,3,4,6,59,6,1,2,Not Placed,0
26872,23,Female,BCA,IT,8.42,0,4,6,5,100,6,2,0,Placed,540000
28950,21,Female,BCA,FSD,6.57,0,2,2,6,66,4,1,1,Not Placed,0
10793,18,Female,B.Sc,IT,7.94,1,4,5,3,100,4,2,2,Not Placed,0
16475,19,Male,B.Sc,CS,7.38,1,4,6,7,76,6,2,0,Placed,542000
5098,23,Male,B.Sc,DS,6.66,0,4,8,6,75,4,2,1,Placed,570000
43852,20,Female,MCA,FSD,7.49,1,4,5,6,82,7,2,1,Placed,504000
39579,24,Female,B.Sc,IT,6.34,0,2,2,8,69,6,1,1,Not Placed,0
47242,21,Male,B.Sc,DS,8.81,2,5,7,6,78,4,2,0,Placed,576000
35591,24,Male,B.Tech,ECE,6.56,0,4,6,8,69,8,2,2,Not Placed,0
987,21,Male,B.Tech,Civil,5.98,0,2,2,5,58,4,1,2,Not Placed,0
43700,21,Female,B.Tech,CSE,6.28,0,4,7,5,49,5,2,3,Not Placed,0
7114,22,Male,B.Tech,ECE,6.75,2,3,5,7,55,5,1,0,Placed,460000
38556,20,Female,BCA,DS,6.87,2,4,6,4,72,4,2,0,Not Placed,0
32791,24,Male,BCA,IT,7.79,1,5,10,7,92,4,3,0,Placed,714000
28806,18,Female,B.Sc,IT,6.12,0,4,7,4,56,6,2,2,Not Placed,0
33721,24,Male,BCA,IT,7.23,1,5,8,3,82,6,3,2,Not Placed,0
28827,22,Female,BCA,IT,5.68,0,4,8,5,57,6,2,1,Not Placed,0
11605,24,Female,B.Tech,Civil,6.42,0,3,5,7,47,7,1,1,Not Placed,0
42284,18,Male,B.Sc,IT,6.44,0,2,2,7,54,7,1,1,Not Placed,0
17435,18,Female,BCA,IT,6.77,1,3,5,6,60,6,2,0,Placed,450000
49337,18,Male,B.Sc,DS,8.06,1,4,6,7,70,7,2,0,Placed,530000
42580,18,Male,MCA,AI&ML,7.73,2,4,5,5,74,5,2,0,Placed,478000
49348,23,Male,MCA,DS,7.47,2,5,10,6,62,6,3,0,Placed,644000
21390,19,Female,BCA,AI&ML,6.97,1,3,5,3,77,5,2,2,Not Placed,0
13996,20,Female,B.Tech,ECE,7.12,0,3,4,2,68,6,1,0,Not Placed,0
27543,23,Female,B.Sc,DS,8.36,1,5,8,7,79,5,2,0,Placed,618000
35671,20,Female,B.Tech,IT,6.84,0,3,4,7,72,5,1,0,Not Placed,0
12106,23,Female,BCA,DS,8.49,1,4,6,5,78,5,2,0,Placed,506000
22469,21,Male,B.Tech,Civil,6.55,0,3,4,8,56,7,1,1,Not Placed,0
40128,23,Female,B.Tech,ME,4.58,0,1,1,7,39,5,0,3,Not Placed,0
29399,19,Male,MCA,AI&ML,7.28,2,4,5,6,70,7,2,0,Placed,490000
26830,21,Female,MCA,AI&ML,7.68,3,5,9,6,86,5,3,2,Not Placed,0
41752,23,Female,B.Tech,Civil,6.81,0,2,2,4,77,6,1,0,Not Placed,0
16165,20,Female,MCA,DS,7.59,0,4,6,7,71,5,2,1,Placed,522000
26828,23,Male,BCA,DS,5.77,0,2,3,8,55,5,1,3,Not Placed,0
536,23,Male,B.Sc,CS,7.52,1,4,7,4,65,7,2,2,Not Placed,0
30289,23,Male,BCA,FSD,7.11,1,5,8,4,77,6,2,2,Not Placed,0
5314,23,Male,B.Tech,Civil,6.52,0,3,4,4,44,4,1,0,Not Placed,0
5363,18,Male,BCA,IT,8.24,1,5,8,3,73,6,2,0,Not Placed,0
19680,24,Female,B.Tech,CSE,7.22,1,4,6,8,76,6,2,2,Not Placed,0
28106,19,Female,B.Tech,ME,5.84,0,3,4,5,52,5,1,1,Not Placed,0
38273,24,Male,B.Sc,IT,7.6,2,4,7,6,95,5,2,0,Placed,600000
36165,21,Male,BCA,FSD,5.52,1,3,6,6,43,6,2,2,Not Placed,0
34623,19,Female,MCA,AI&ML,7.01,0,4,6,6,67,8,2,0,Placed,494000
35832,23,Male,B.Sc,IT,6.96,0,4,6,6,81,4,2,0,Placed,522000
37911,20,Male,BCA,AI&ML,5.9,2,3,5,4,35,5,1,1,Not Placed,0
49923,18,Female,MCA,AI&ML,8.14,0,4,5,8,79,6,2,0,Placed,528000
4821,19,Female,B.Sc,DS,6.55,2,5,10,4,55,5,3,0,Not Placed,0
6492,20,Male,B.Sc,DS,5.98,0,4,7,6,59,5,2,1,Not Placed,0
18246,18,Female,MCA,DS,5.8,0,3,5,4,54,6,1,1,Not Placed,0
13678,24,Female,BCA,AI&ML,6.29,0,3,5,7,52,5,1,3,Not Placed,0
48061,20,Female,MCA,DS,6.15,1,3,5,6,65,3,2,2,Not Placed,0
33083,18,Male,BCA,FSD,6.12,0,2,1,3,57,4,0,1,Not Placed,0
1334,21,Male,BCA,AI&ML,5.46,0,2,3,7,44,6,1,3,Not Placed,0
43116,22,Male,B.Tech,IT,7.05,2,4,7,8,71,6,2,0,Placed,592000
38232,23,Female,B.Sc,CS,8.13,0,4,6,6,77,5,2,0,Placed,514000
42515,18,Male,MCA,AI&ML,6.49,1,4,6,3,63,5,2,1,Not Placed,0
21317,19,Female,B.Sc,IT,8.08,1,5,9,3,84,5,3,0,Not Placed,0
47278,21,Female,B.Sc,DS,9.48,0,5,6,4,95,5,2,0,Not Placed,0
44551,21,Male,B.Sc,DS,6.38,0,4,6,6,67,6,2,1,Not Placed,0
16798,22,Female,BCA,AI&ML,6.88,0,3,4,5,63,6,1,0,Not Placed,0
41165,21,Male,BCA,FSD,8.3,1,4,6,6,85,6,2,0,Placed,540000
31620,20,Female,MCA,DS,8.68,3,5,7,6,92,7,2,0,Placed,614000
48221,24,Female,MCA,AI&ML,5.99,0,3,6,4,62,6,2,2,Not Placed,0
18342,20,Male,B.Tech,Civil,7.43,0,3,4,6,82,6,2,2,Not Placed,0
21502,22,Female,B.Tech,Civil,7.08,0,3,4,6,64,5,1,0,Not Placed,0
17248,20,Male,MCA,DS,8.45,1,4,6,5,92,4,2,0,Placed,534000
3996,23,Female,B.Tech,IT,7.03,0,4,5,5,54,5,1,0,Not Placed,0
8201,20,Female,B.Tech,ME,8.46,1,4,4,4,75,6,1,0,Not Placed,0
27349,23,Male,B.Sc,IT,6.06,0,3,3,4,60,7,1,1,Not Placed,0
45075,18,Female,B.Tech,Civil,6.17,0,3,4,9,65,6,1,2,Not Placed,0
49344,21,Female,B.Tech,Civil,6.27,0,3,3,5,78,5,1,2,Not Placed,0
36743,24,Female,B.Sc,DS,7.5,1,4,7,5,66,6,2,1,Placed,512000
26825,18,Female,B.Tech,IT,7.29,3,4,7,4,69,6,2,1,Not Placed,0
24384,20,Female,MCA,AI&ML,7.99,1,5,9,5,78,4,3,0,Placed,616000
2454,22,Male,B.Tech,ECE,7.64,0,4,5,7,85,6,2,0,Placed,520000
49767,22,Male,BCA,DS,8.38,0,4,5,4,85,5,2,1,Not Placed,0
40500,22,Male,B.Tech,IT,6.96,2,5,9,4,69,7,3,0,Not Placed,0
19349,18,Male,MCA,AI&ML,5.95,0,3,6,7,53,6,2,3,Not Placed,0
23981,20,Male,B.Tech,IT,7.24,1,5,8,4,75,4,2,0,Not Placed,0
35224,18,Male,B.Tech,IT,6.61,1,4,8,5,71,6,2,1,Placed,552000
29715,21,Male,B.Sc,IT,7.49,0,4,6,6,90,3,2,2,Not Placed,0
39120,22,Female,MCA,AI&ML,6.82,0,3,4,5,54,7,1,0,Not Placed,0
49065,18,Male,BCA,DS,7.76,1,4,7,7,71,4,2,1,Placed,562000
45493,18,Male,MCA,DS,6.52,1,4,7,5,75,5,2,0,Placed,530000
29432,23,Female,MCA,DS,7.36,0,4,6,5,71,5,2,0,Placed,482000
4379,21,Male,BCA,DS,6.91,1,4,6,7,83,6,2,1,Placed,556000
9571,19,Male,BCA,IT,6.64,0,4,6,4,58,4,2,0,Not Placed,0
13466,20,Female,MCA,DS,6.26,0,3,3,8,55,6,1,1,Not Placed,0
31370,22,Female,B.Tech,Civil,7.46,3,4,7,5,95,5,2,0,Placed,590000
26436,20,Female,MCA,DS,6.22,0,3,3,5,65,2,1,2,Not Placed,0
17496,22,Male,B.Tech,IT,6.68,0,5,10,7,65,6,3,1,Placed,650000
35315,22,Female,B.Sc,IT,7.65,0,4,6,9,77,6,2,0,Placed,573999
16380,18,Male,B.Tech,IT,7.65,1,5,8,7,75,8,2,0,Placed,610000
32035,20,Female,B.Tech,CSE,7.22,1,4,5,3,74,5,2,0,Not Placed,0
49014,19,Female,MCA,DS,6.64,0,3,5,8,74,3,2,0,Placed,508000
28000,20,Male,MCA,FSD,6.92,0,4,7,6,76,5,2,0,Placed,542000
25090,20,Male,BCA,DS,7.09,2,5,8,6,70,4,2,2,Not Placed,0
21981,24,Male,B.Sc,IT,7.64,2,4,7,4,76,5,2,0,Not Placed,0
19019,19,Male,B.Sc,IT,6.45,2,4,6,2,74,4,2,1,Not Placed,0
14050,22,Female,MCA,DS,6.48,0,3,4,5,78,5,1,2,Not Placed,0
45432,23,Female,B.Sc,CS,7.44,0,3,4,5,63,5,1,0,Not Placed,0
9874,20,Female,B.Tech,ME,5.97,0,2,3,8,48,6,1,3,Not Placed,0
42644,19,Male,B.Tech,ME,8.62,2,4,6,6,84,4,2,0,Placed,548000
46715,21,Female,MCA,IT,6.8,0,3,4,7,52,6,1,0,Not Placed,0
42267,18,Female,B.Tech,ECE,8.89,2,5,8,6,84,5,3,0,Placed,628000
13248,20,Female,MCA,DS,7.65,2,4,7,5,77,5,2,0,Placed,544000
28377,22,Male,BCA,AI&ML,7.27,3,5,8,7,67,4,2,0,Placed,614000
10455,21,Female,B.Tech,Civil,7.16,0,3,4,7,59,6,1,1,Not Placed,0
39691,20,Female,MCA,DS,7.11,1,4,7,5,93,5,2,0,Placed,566000
24798,19,Female,BCA,DS,8.17,0,4,4,7,97,4,2,0,Not Placed,0
36170,19,Female,B.Sc,CS,7.33,0,3,3,5,61,6,1,0,Not Placed,0
24192,24,Female,MCA,DS,7.5,0,3,4,6,83,6,2,0,Not Placed,0
22031,24,Female,MCA,DS,7.43,1,3,4,3,84,5,2,0,Not Placed,0
43275,18,Male,B.Sc,CS,5.63,1,2,2,5,66,6,1,3,Not Placed,0
30602,19,Female,BCA,DS,8.1,2,5,8,5,79,6,2,0,Placed,588000
33263,23,Female,B.Sc,IT,6.98,0,4,7,2,77,4,2,1,Not Placed,0
11392,24,Female,MCA,AI&ML,8.71,1,5,8,5,92,5,3,0,Placed,614000
22586,20,Female,BCA,DS,8.25,1,5,9,3,89,4,3,0,Not Placed,0
6882,24,Male,B.Tech,Civil,6.7,0,3,5,6,59,5,1,1,Placed,428000
22982,24,Male,MCA,DS,7.96,3,5,10,6,70,6,3,2,Not Placed,0
27029,22,Female,B.Tech,ECE,5.43,0,2,3,6,35,7,1,3,Not Placed,0
34615,20,Male,BCA,FSD,5.29,1,3,4,6,55,6,1,1,Not Placed,0
12508,20,Male,B.Tech,Civil,6.9,1,3,3,6,71,6,1,0,Not Placed,0
20707,20,Male,B.Sc,IT,8.05,0,4,6,6,77,4,2,0,Placed,514000
20301,20,Female,B.Tech,ECE,6.13,2,3,5,7,60,7,2,3,Not Placed,0
8016,22,Male,BCA,IT,5.78,1,3,6,4,75,8,2,1,Not Placed,0
9498,18,Male,B.Tech,Civil,8.47,1,5,7,5,84,6,2,1,Placed,558000
6524,18,Female,MCA,DS,6.55,0,4,8,6,71,6,2,1,Placed,562000
48728,22,Male,B.Sc,CS,7.53,3,4,7,7,61,6,2,1,Placed,562000
3114,19,Female,B.Tech,ECE,7.26,0,3,4,4,56,5,1,0,Not Placed,0
48618,22,Male,B.Tech,ME,7.2,2,4,7,3,78,4,2,2,Not Placed,0
3170,19,Female,B.Tech,CSE,7.51,0,4,5,6,67,7,2,1,Placed,464000
37326,18,Male,MCA,FSD,7.2,2,4,7,5,62,5,2,0,Placed,514000
16830,23,Male,B.Tech,IT,7.51,1,5,8,6,68,6,2,0,Placed,576000
30803,23,Female,B.Sc,CS,5.56,0,3,4,5,62,6,1,2,Not Placed,0
3191,22,Female,MCA,IT,7.82,0,4,6,6,77,7,2,0,Placed,514000
32977,22,Male,B.Tech,ME,5.31,0,2,3,7,59,6,1,2,Not Placed,0
21535,23,Female,B.Sc,DS,6.71,1,4,8,5,75,7,2,0,Placed,560000
17101,18,Female,B.Sc,IT,6.71,1,3,4,5,66,6,1,0,Not Placed,0
10660,24,Male,B.Sc,IT,6.85,0,3,4,5,80,7,2,0,Not Placed,0
35555,23,Female,MCA,AI&ML,6.36,0,4,7,3,73,5,2,2,Not Placed,0
41868,21,Female,MCA,DS,7.19,0,4,6,6,91,6,2,0,Placed,542000
46269,18,Male,B.Tech,Civil,7.42,0,4,6,7,62,4,2,0,Placed,504000
28266,24,Female,B.Sc,IT,6.43,0,4,6,3,48,7,2,3,Not Placed,0
37431,21,Male,MCA,AI&ML,7.24,1,4,7,6,51,4,2,1,Not Placed,0
1891,19,Female,B.Sc,DS,7.77,2,4,6,4,95,5,2,0,Not Placed,0
4374,22,Male,B.Sc,DS,6.28,2,3,5,8,72,4,2,3,Not Placed,0
18704,23,Male,BCA,FSD,6.6,0,3,5,4,52,6,1,0,Not Placed,0
23802,24,Female,B.Sc,DS,6.11,2,4,7,5,57,6,2,2,Not Placed,0
15855,19,Male,BCA,DS,5.14,0,2,1,5,40,5,0,2,Not Placed,0
44106,24,Male,BCA,AI&ML,6.01,0,3,5,6,68,4,2,1,Not Placed,0
24254,21,Male,BCA,DS,7.95,1,5,8,4,79,4,2,0,Not Placed,0
9679,21,Male,B.Tech,ECE,7.42,3,5,10,6,74,7,3,2,Not Placed,0
35818,19,Male,MCA,FSD,7.73,0,4,5,6,66,5,2,1,Placed,462000
22476,18,Male,MCA,FSD,6.87,0,3,5,7,81,6,2,0,Placed,502000
9342,23,Female,B.Tech,Civil,7.39,0,3,3,4,62,7,1,0,Not Placed,0
761,24,Male,B.Tech,CSE,8.09,1,5,7,4,77,5,2,0,Not Placed,0
32837,18,Male,B.Tech,IT,6.22,0,5,9,6,53,6,2,2,Not Placed,0
5722,22,Male,BCA,DS,6.32,0,3,5,7,75,4,2,1,Not Placed,0
40002,22,Male,BCA,AI&ML,6.22,0,3,3,4,49,5,1,3,Not Placed,0
36731,22,Male,BCA,DS,7.09,0,4,5,3,89,6,2,0,Not Placed,0
45755,19,Female,BCA,AI&ML,6.59,1,3,5,9,56,5,1,0,Placed,492000
11086,21,Male,B.Sc,CS,6.56,2,3,5,4,56,6,1,0,Not Placed,0
19177,23,Male,MCA,DS,6.97,0,3,5,1,72,4,2,0,Not Placed,0
3965,21,Female,BCA,DS,7.87,3,5,9,5,76,6,3,0,Placed,632000
17652,23,Female,MCA,IT,7.46,1,4,7,5,87,7,2,0,Placed,554000
34366,19,Male,MCA,DS,5.79,0,3,6,6,56,4,2,1,Not Placed,0
28307,24,Female,BCA,IT,7.45,0,3,4,8,69,6,1,1,Not Placed,0
19916,21,Male,BCA,DS,7.36,1,4,5,7,82,6,2,0,Placed,524000
4572,22,Female,MCA,FSD,7.29,0,4,5,5,60,6,2,2,Not Placed,0
48354,19,Female,BCA,FSD,8.05,1,5,7,5,95,7,2,0,Placed,580000
43460,18,Male,B.Tech,ECE,6.89,2,4,7,7,67,6,2,0,Placed,564000
49983,23,Male,B.Sc,CS,6.09,0,3,4,7,72,7,1,2,Not Placed,0
40066,18,Female,MCA,AI&ML,7.52,0,4,6,4,98,7,2,0,Not Placed,0
37543,18,Female,BCA,DS,7.6,1,5,10,6,100,4,3,0,Placed,710000
30737,22,Female,B.Sc,DS,6.37,1,4,8,7,66,7,2,3,Not Placed,0
24943,20,Male,MCA,AI&ML,6.79,0,3,3,7,70,4,1,0,Not Placed,0
32916,18,Male,B.Tech,ME,7.21,0,3,2,7,68,4,1,0,Not Placed,0
42570,24,Female,MCA,DS,6.51,0,4,6,7,70,5,2,0,Placed,520000
23994,24,Male,B.Sc,DS,7.78,3,4,7,7,63,3,2,2,Not Placed,0
28952,24,Male,BCA,DS,7.7,1,4,5,4,100,7,2,0,Not Placed,0
45650,18,Male,B.Sc,IT,6.72,1,4,6,6,67,8,2,0,Placed,504000
37027,24,Female,BCA,AI&ML,7.54,2,4,6,7,63,7,2,0,Placed,526000
47656,21,Female,BCA,FSD,6.34,1,3,3,4,59,5,1,2,Not Placed,0
23564,23,Female,B.Sc,IT,6.8,2,4,6,6,80,8,2,0,Placed,540000
3040,19,Male,B.Sc,IT,6.23,1,2,2,9,42,6,1,1,Not Placed,0
28981,21,Male,BCA,DS,7.95,0,4,6,7,71,6,2,0,Placed,522000
30991,18,Male,B.Sc,IT,7.25,0,4,6,6,59,4,2,1,Placed,478000
22951,19,Male,MCA,FSD,6.94,0,4,7,4,61,7,2,2,Not Placed,0
25533,18,Female,B.Tech,ME,7.61,2,4,5,4,70,6,2,1,Not Placed,0
2435,19,Female,BCA,AI&ML,7.91,1,5,8,5,75,6,2,0,Placed,570000
41187,22,Male,MCA,DS,7.09,0,3,4,6,68,8,1,1,Not Placed,0
12086,23,Female,B.Tech,IT,8.11,0,4,6,8,59,5,2,0,Placed,518000
18442,20,Female,B.Sc,IT,7.27,2,4,6,8,70,8,2,0,Placed,560000
46840,24,Male,B.Tech,CSE,6.54,0,5,9,5,76,5,3,0,Placed,602000
27360,23,Male,B.Tech,CSE,7.66,0,4,6,6,79,6,2,0,Placed,518000
25551,22,Male,B.Tech,IT,7.41,2,4,6,6,67,3,2,1,Placed,514000
42512,22,Male,B.Tech,CSE,6.57,1,4,7,2,53,3,2,1,Not Placed,0
7055,24,Male,MCA,DS,6.38,0,4,8,5,62,6,2,1,Not Placed,0
19607,20,Female,B.Tech,ME,8.28,0,4,6,7,100,5,2,1,Placed,580000
46864,21,Male,MCA,FSD,4.5,0,2,2,7,57,7,1,1,Not Placed,0
25044,22,Female,MCA,FSD,6.75,0,4,6,6,70,4,2,0,Placed,500000
12978,20,Male,MCA,IT,6.31,1,3,5,4,53,5,1,2,Not Placed,0
27875,21,Male,BCA,FSD,5.97,1,3,4,7,52,5,1,3,Not Placed,0
20098,24,Female,B.Sc,CS,8.36,1,5,9,6,85,6,3,0,Placed,650000
31533,20,Female,BCA,DS,6.32,1,4,8,6,52,6,2,1,Not Placed,0
5418,22,Male,B.Sc,DS,6.03,2,3,5,5,64,6,2,2,Not Placed,0
29498,21,Female,B.Sc,IT,5.07,1,2,3,4,39,6,1,1,Not Placed,0
44817,24,Male,BCA,FSD,5.66,0,3,4,5,56,6,1,2,Not Placed,0
17162,23,Female,B.Tech,Civil,5.79,0,2,2,6,73,6,1,3,Not Placed,0
35565,21,Female,B.Tech,Civil,7.24,0,4,5,4,65,5,2,2,Not Placed,0
25579,24,Female,MCA,DS,6.78,0,4,6,7,77,7,2,1,Placed,534000
27930,22,Male,B.Sc,IT,6.94,0,3,4,4,75,6,1,0,Not Placed,0
26188,19,Male,B.Tech,Civil,5.06,0,2,3,7,43,5,1,3,Not Placed,0
9640,18,Male,BCA,IT,7.63,3,5,10,4,76,7,3,2,Not Placed,0
44440,23,Male,B.Tech,IT,7.42,1,4,7,5,79,4,2,2,Not Placed,0
41052,23,Female,MCA,IT,6.74,0,4,7,7,72,4,2,2,Not Placed,0
30967,24,Male,B.Sc,IT,4.84,0,2,3,5,46,5,1,1,Not Placed,0
3320,21,Male,B.Tech,ME,6.52,0,3,4,5,61,4,1,1,Not Placed,0
5033,21,Female,BCA,DS,5.31,0,4,8,7,47,5,2,1,Not Placed,0
37656,19,Female,B.Sc,DS,7.88,1,4,7,5,89,5,2,1,Placed,558000
21510,20,Female,BCA,AI&ML,6.57,0,3,4,5,51,5,1,1,Not Placed,0
8068,23,Male,B.Sc,CS,7.05,0,4,6,7,87,8,2,1,Placed,554000
40710,18,Male,MCA,IT,7.52,1,4,6,5,93,6,2,1,Placed,536000
17087,21,Female,BCA,DS,6.52,0,4,8,5,54,5,2,0,Not Placed,0
20862,20,Female,B.Sc,IT,5.66,0,2,3,7,38,5,1,3,Not Placed,0
